WEAPON_FOUND_FLAG,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,LOCATION_IN_OUT_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECT_REPORTED_AGE,SUSPECT_SEX,suspect_race_generalized,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_BORO_NAME,precinct_2020,pct_black_precinct,is_dominant_race_p,total_pop,black,white,hisp_latino,other,stop_patrol_boro,pct_black_boro,OBSERVED_DURATION_MIN,obs_duration_min_bin,suspect_height_bin,suspect_age_bin
0,2017-07-29,10:45:00 PM,2017,July,Saturday,Based on Radio Run,O,PSB,1.0,23.0,MALE,black,5.1,100.0,THN,BROOKLYN,77,0.7218328484527903,1,90744.0,65502.0,15454.0,10759.0,9788.0,PBBN,0.464,1.0,1,very_short,young_adult
1,2017-07-29,4:53:00 AM,2017,July,Saturday,Based on Radio Run,O,PSB,1.0,28.0,MALE,hisp_latino,5.7,190.0,HEA,MANHATTAN,33,0.1847111411419216,0,76958.0,14215.0,22218.0,57168.0,40525.0,PBMN,0.217,1.0,1,medium,adult
0,2017-07-29,2:50:00 AM,2017,July,Saturday,Based on Self Initiated,O,PSB,1.0,33.0,MALE,black,6.6,200.0,THN,QUEENS,100,0.26493853442698223,0,47913.0,12694.0,29895.0,7161.0,5324.0,PBQS,0.388,1.0,1,very_tall,adult
0,2017-07-29,1:10:00 PM,2017,July,Saturday,Based on Radio Run,O,PSB,1.0,20.0,MALE,black,5.9,150.0,THN,BROOKLYN,68,0.018378838630905045,0,124491.0,2288.0,85271.0,17868.0,36932.0,PBBS,0.276,1.0,1,tall,young_adult
0,2017-07-29,2:50:00 AM,2017,July,Saturday,Based on Self Initiated,O,PSB,1.0,27.0,MALE,black,5.1,180.0,THN,QUEENS,100,0.26493853442698223,0,47913.0,12694.0,29895.0,7161.0,5324.0,PBQS,0.388,1.0,1,very_short,adult
0,2017-07-29,8:02:00 AM,2017,July,Saturday,Based on Radio Run,O,PSB,1.0,53.0,MALE,hisp_latino,5.6,150.0,MED,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,short,middle_age
0,2017-07-30,4:22:00 PM,2017,July,Sunday,Based on Self Initiated,O,PSB,1.0,41.0,MALE,black,5.1,210.0,HEA,BRONX,44,0.40214147677221546,0,146441.0,58890.0,25956.0,92338.0,61595.0,PBBX,0.363,1.0,1,very_short,middle_age
1,2017-07-30,3:30:00 PM,2017,July,Sunday,Based on Self Initiated,O,PSB,2.0,22.0,MALE,hisp_latino,5.8,160.0,MED,BRONX,44,0.40214147677221546,0,146441.0,58890.0,25956.0,92338.0,61595.0,PBBX,0.363,2.0,2,medium,young_adult
0,2017-07-30,5:57:00 PM,2017,July,Sunday,Based on Radio Run,I,PSB,1.0,30.0,MALE,black,5.8,160.0,MED,BROOKLYN,67,0.9153891737304513,1,155252.0,142116.0,3902.0,10536.0,9234.0,PBBS,0.276,1.0,1,medium,adult
1,2017-07-31,6:15:00 PM,2017,July,Monday,Based on Self Initiated,S,Transit,1.0,55.0,MALE,black,5.7,165.0,MED,MANHATTAN,30,0.3477465601054626,0,60685.0,21103.0,14707.0,34825.0,24875.0,PBMN,0.217,1.0,1,medium,middle_age
0,2017-07-31,2:36:00 AM,2017,July,Monday,Based on Radio Run,I,PSB,1.0,26.0,MALE,black,6.1,280.0,HEA,QUEENS,100,0.26493853442698223,0,47913.0,12694.0,29895.0,7161.0,5324.0,PBQS,0.388,1.0,1,very_tall,adult
1,2017-07-31,8:13:00 PM,2017,July,Monday,Based on Radio Run,I,PSB,9.0,60.0,MALE,black,5.1,220.0,MED,MANHATTAN,10,0.08312076524511758,0,50180.0,4171.0,35838.0,8821.0,10171.0,PBMS,0.056,9.0,6-10,very_short,middle_age
0,2017-07-31,2:36:00 AM,2017,July,Monday,Based on Radio Run,I,PSB,1.0,18.0,MALE,black,5.6,140.0,THN,QUEENS,100,0.26493853442698223,0,47913.0,12694.0,29895.0,7161.0,5324.0,PBQS,0.388,1.0,1,short,young_adult
0,2017-07-31,12:00:00 AM,2017,July,Monday,Based on Radio Run,I,Transit,1.0,19.0,MALE,black,5.6,140.0,THN,QUEENS,100,0.26493853442698223,0,47913.0,12694.0,29895.0,7161.0,5324.0,PBQS,0.388,1.0,1,short,young_adult
0,2017-08-01,9:55:00 PM,2017,August,Tuesday,Based on Self Initiated,O,PSB,1.0,54.0,MALE,white,6.2,225.0,HEA,QUEENS,114,0.11605989169781915,1,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,very_tall,middle_age
0,2017-08-01,3:47:00 AM,2017,August,Tuesday,Based on Radio Run,O,PSB,2.0,25.0,MALE,hisp_latino,5.11,180.0,MED,MANHATTAN,33,0.1847111411419216,0,76958.0,14215.0,22218.0,57168.0,40525.0,PBMN,0.217,2.0,2,very_short,adult
0,2017-08-01,8:03:00 PM,2017,August,Tuesday,Based on Radio Run,O,PSB,1.0,27.0,MALE,black,5.11,217.0,Muscular,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,very_short,adult
0,2017-08-01,8:30:00 AM,2017,August,Tuesday,Based on Self Initiated,O,PSB,30.0,50.0,MALE,black,5.5,170.0,THN,BROOKLYN,73,0.8174006568904103,1,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,30.0,11-30,short,middle_age
0,2017-08-01,4:05:00 PM,2017,August,Tuesday,Based on Radio Run,O,PSB,1.0,47.0,MALE,black,5.7,180.0,MED,BROOKLYN,94,0.03621526481412342,0,56247.0,2037.0,45462.0,9088.0,8748.0,PBBN,0.464,1.0,1,medium,middle_age
0,2017-08-02,5:50:00 PM,2017,August,Wednesday,Based on Radio Run,O,PSB,1.0,28.0,MALE,white,6.1,150.0,THN,BROOKLYN,60,0.14382707761944033,1,104278.0,14998.0,66276.0,17423.0,23004.0,PBBS,0.276,1.0,1,very_tall,adult
0,2017-08-02,4:15:00 PM,2017,August,Wednesday,Based on Self Initiated,S,Transit,4.0,45.0,MALE,hisp_latino,5.11,180.0,MED,BRONX,41,0.3029514221184397,0,52246.0,15828.0,12955.0,39089.0,23463.0,PBBX,0.363,4.0,3-5,very_short,middle_age
0,2017-08-02,8:30:00 PM,2017,August,Wednesday,Based on Self Initiated,O,PSB,1.0,21.0,MALE,black,5.11,160.0,THN,BROOKLYN,81,0.8019833551226045,1,62722.0,50302.0,4581.0,10474.0,7839.0,PBBN,0.464,1.0,1,very_short,young_adult
0,2017-08-03,5:05:00 PM,2017,August,Thursday,Based on Self Initiated,O,PSB,1.0,30.0,MALE,black,5.1,170.0,MED,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,very_short,adult
0,2017-08-03,6:30:00 PM,2017,August,Thursday,Based on Radio Run,O,PSB,1.0,23.0,MALE,black,6.2,165.0,THN,BROOKLYN,79,0.6079678273489691,1,90263.0,54877.0,20375.0,20014.0,15011.0,PBBN,0.464,1.0,1,very_tall,young_adult
0,2017-08-03,7:25:00 PM,2017,August,Thursday,Based on Self Initiated,O,PSB,20.0,38.0,MALE,black,5.1,190.0,MED,QUEENS,113,0.8736473212799254,1,120132.0,104953.0,3036.0,9783.0,12143.0,PBQS,0.388,20.0,11-30,very_short,middle_age
1,2017-08-03,1:04:00 AM,2017,August,Thursday,Based on C/W on Scene,S,Transit,0.0,19.0,MALE,hisp_latino,5.5,135.0,THN,MANHATTAN,18,0.05744830392483261,0,54066.0,3106.0,37624.0,8883.0,13336.0,PBMS,0.056,0.1,0,short,young_adult
0,2017-08-03,10:09:00 AM,2017,August,Thursday,Based on Radio Run,O,PSB,5.0,27.0,MALE,black,5.9,200.0,Muscular,BRONX,46,0.3660842433697348,0,128200.0,46932.0,23931.0,85600.0,57337.0,PBBX,0.363,5.0,3-5,tall,adult
0,2017-08-03,10:09:00 AM,2017,August,Thursday,Based on Radio Run,O,PSB,5.0,25.0,MALE,black,5.9,190.0,Muscular,BRONX,46,0.3660842433697348,0,128200.0,46932.0,23931.0,85600.0,57337.0,PBBX,0.363,5.0,3-5,tall,adult
1,2017-08-03,8:10:00 PM,2017,August,Thursday,Based on Radio Run,O,PSB,1.0,22.0,MALE,hisp_latino,5.7,135.0,THN,QUEENS,110,0.06619205950160455,0,172634.0,11427.0,50935.0,90314.0,110272.0,PBQN,0.052,1.0,1,medium,young_adult
0,2017-08-04,7:18:00 PM,2017,August,Friday,Based on Radio Run,O,PSB,1.0,61.0,FEMALE,black,5.6,170.0,MED,BROOKLYN,84,0.13424350568511909,0,48196.0,6470.0,33297.0,6078.0,8429.0,PBBN,0.464,1.0,1,short,senior
0,2017-08-04,11:20:00 PM,2017,August,Friday,Based on Radio Run,O,PSB,0.0,17.0,MALE,white,5.8,180.0,MED,BRONX,45,0.2586710584029197,1,120833.0,31256.0,61310.0,44175.0,28267.0,PBBX,0.363,0.1,0,medium,juvenile
0,2017-08-04,7:10:00 AM,2017,August,Friday,Based on Radio Run,O,PSB,2.0,59.0,MALE,hisp_latino,5.9,180.0,MED,BRONX,49,0.2490585117511681,0,114712.0,28570.0,50305.0,48721.0,35837.0,PBBX,0.363,2.0,2,tall,middle_age
0,2017-08-04,11:20:00 PM,2017,August,Friday,Based on Radio Run,O,PSB,0.0,17.0,MALE,white,5.6,140.0,THN,BRONX,45,0.2586710584029197,1,120833.0,31256.0,61310.0,44175.0,28267.0,PBBX,0.363,0.1,0,short,juvenile
1,2017-08-05,1:25:00 AM,2017,August,Saturday,Based on Self Initiated,O,PSB,1.0,30.0,MALE,black,5.8,175.0,MED,BRONX,48,0.3386135997886292,0,83266.0,28195.0,23662.0,53447.0,31409.0,PBBX,0.363,1.0,1,medium,adult
0,2017-08-05,10:59:00 AM,2017,August,Saturday,Based on Radio Run,O,PSB,2.0,21.0,MALE,black,5.11,150.0,MED,MANHATTAN,23,0.3139003638552239,0,73106.0,22948.0,24574.0,36656.0,25584.0,PBMN,0.217,2.0,2,very_short,young_adult
0,2017-08-05,2:25:00 AM,2017,August,Saturday,Based on C/W on Scene,O,PSB,2.0,38.0,MALE,black,5.11,215.0,HEA,BROOKLYN,67,0.9153891737304513,1,155252.0,142116.0,3902.0,10536.0,9234.0,PBBS,0.276,2.0,2,very_short,middle_age
0,2017-08-05,1:25:00 AM,2017,August,Saturday,Based on Self Initiated,O,PSB,1.0,27.0,MALE,black,5.11,170.0,THN,BRONX,48,0.3386135997886292,0,83266.0,28195.0,23662.0,53447.0,31409.0,PBBX,0.363,1.0,1,very_short,adult
0,2017-08-06,3:10:00 AM,2017,August,Sunday,Based on Radio Run,O,Housing,0.0,20.0,MALE,black,5.8,160.0,MED,BROOKLYN,79,0.6079678273489691,1,90263.0,54877.0,20375.0,20014.0,15011.0,PBBN,0.464,0.1,0,medium,young_adult
0,2017-08-06,12:25:00 AM,2017,August,Sunday,Based on Radio Run,O,PSB,1.0,30.0,MALE,black,5.9,170.0,MED,BROOKLYN,83,0.2494362270717545,0,112634.0,28095.0,34183.0,73616.0,50356.0,PBBN,0.464,1.0,1,tall,adult
0,2017-08-06,3:45:00 AM,2017,August,Sunday,Based on Radio Run,O,Housing,0.0,34.0,FEMALE,hisp_latino,5.2,120.0,MED,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,0.1,0,short,adult
1,2017-08-07,8:20:00 PM,2017,August,Monday,Based on Radio Run,O,PSB,1.0,54.0,MALE,black,5.5,190.0,MED,BRONX,44,0.40214147677221546,0,146441.0,58890.0,25956.0,92338.0,61595.0,PBBX,0.363,1.0,1,short,middle_age
1,2017-08-07,1:35:00 AM,2017,August,Monday,Based on Radio Run,I,PSB,1.0,27.0,MALE,black,5.6,150.0,MED,BROOKLYN,67,0.9153891737304513,1,155252.0,142116.0,3902.0,10536.0,9234.0,PBBS,0.276,1.0,1,short,adult
0,2017-08-07,3:30:00 AM,2017,August,Monday,Based on C/W on Scene,O,PSB,2.0,19.0,MALE,black,5.1,160.0,THN,MANHATTAN,18,0.05744830392483261,0,54066.0,3106.0,37624.0,8883.0,13336.0,PBMS,0.056,2.0,2,very_short,young_adult
1,2017-08-08,1:10:00 PM,2017,August,Tuesday,Based on Radio Run,O,PSB,2.0,20.0,MALE,black,5.7,170.0,MED,QUEENS,105,0.5722603429807723,1,188582.0,107918.0,33672.0,22337.0,46992.0,PBQS,0.388,2.0,2,medium,young_adult
0,2017-08-08,1:00:00 AM,2017,August,Tuesday,Based on Radio Run,O,PSB,1.0,20.0,MALE,hisp_latino,5.8,200.0,HEA,BRONX,47,0.6926247260031239,0,152374.0,105538.0,21739.0,34919.0,25097.0,PBBX,0.363,1.0,1,medium,young_adult
1,2017-08-08,9:14:00 PM,2017,August,Tuesday,Based on Self Initiated,O,PSB,1.0,17.0,MALE,hisp_latino,5.6,150.0,THN,MANHATTAN,25,0.462883662060964,0,47405.0,21943.0,10886.0,22634.0,14576.0,PBMN,0.217,1.0,1,short,juvenile
1,2017-08-08,12:05:00 PM,2017,August,Tuesday,Based on Self Initiated,S,Transit,1.0,27.0,MALE,black,5.7,140.0,THN,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,medium,adult
0,2017-08-08,10:35:00 PM,2017,August,Tuesday,Based on Radio Run,O,PSB,1.0,36.0,MALE,white,6.1,225.0,Muscular,QUEENS,104,0.02538339502908514,1,170190.0,4320.0,120143.0,58947.0,45727.0,PBQN,0.052,1.0,1,very_tall,middle_age
1,2017-08-09,10:05:00 AM,2017,August,Wednesday,Based on Self Initiated,S,Transit,1.0,34.0,MALE,hisp_latino,5.1,270.0,HEA,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,very_short,adult
0,2017-08-09,10:13:00 PM,2017,August,Wednesday,Based on Radio Run,O,PSB,1.0,37.0,MALE,black,5.8,170.0,MED,MANHATTAN,30,0.3477465601054626,0,60685.0,21103.0,14707.0,34825.0,24875.0,PBMN,0.217,1.0,1,medium,middle_age
0,2017-08-09,6:55:00 PM,2017,August,Wednesday,Based on Radio Run,I,PSB,1.0,58.0,MALE,black,5.1,180.0,MED,BROOKLYN,78,0.10410416416656666,0,66664.0,6940.0,49139.0,10248.0,10585.0,PBBS,0.276,1.0,1,very_short,middle_age
0,2017-08-10,1:59:00 AM,2017,August,Thursday,Based on Radio Run,O,PSB,1.0,17.0,MALE,hisp_latino,5.8,140.0,MED,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,medium,juvenile
0,2017-08-10,1:28:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,28.0,MALE,black,5.7,155.0,THN,MANHATTAN,23,0.3139003638552239,0,73106.0,22948.0,24574.0,36656.0,25584.0,PBMN,0.217,1.0,1,medium,adult
0,2017-08-10,9:29:00 PM,2017,August,Thursday,Based on Self Initiated,I,PSB,2.0,32.0,MALE,hisp_latino,6.1,250.0,HEA,MANHATTAN,34,0.10891369337177832,0,113062.0,12314.0,47323.0,77808.0,53425.0,PBMN,0.217,2.0,2,very_tall,adult
1,2017-08-10,2:25:00 PM,2017,August,Thursday,Based on Self Initiated,S,Transit,1.0,25.0,MALE,white,5.8,265.0,HEA,MANHATTAN,13,0.05194361384023921,1,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,medium,adult
0,2017-08-10,1:59:00 AM,2017,August,Thursday,Based on Radio Run,O,PSB,1.0,15.0,FEMALE,hisp_latino,5.4,120.0,MED,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,short,juvenile
0,2017-08-11,12:52:00 PM,2017,August,Friday,Based on Radio Run,O,PSB,1.0,36.0,FEMALE,white,5.3,150.0,MED,MANHATTAN,25,0.462883662060964,0,47405.0,21943.0,10886.0,22634.0,14576.0,PBMN,0.217,1.0,1,short,middle_age
0,2017-08-11,9:10:00 PM,2017,August,Friday,Based on Self Initiated,O,Housing,1.0,13.0,MALE,black,5.2,120.0,THN,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,short,juvenile
0,2017-08-11,9:35:00 PM,2017,August,Friday,Based on Radio Run,O,PSB,1.0,46.0,MALE,white,5.7,140.0,THN,MANHATTAN,19,0.02576119159316044,1,208259.0,5365.0,178395.0,13827.0,24499.0,PBMN,0.217,1.0,1,medium,middle_age
0,2017-08-11,9:10:00 PM,2017,August,Friday,Based on Self Initiated,O,Housing,1.0,16.0,MALE,black,5.6,120.0,THN,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,short,juvenile
0,2017-08-11,7:31:00 PM,2017,August,Friday,Based on C/W on Scene,O,PSB,1.0,29.0,MALE,black,6.1,215.0,HEA,QUEENS,112,0.02891050236459356,0,112070.0,3240.0,71381.0,15128.0,37449.0,PBQN,0.052,1.0,1,very_tall,adult
0,2017-08-11,9:10:00 PM,2017,August,Friday,Based on Self Initiated,O,Housing,1.0,25.0,MALE,black,5.9,150.0,MED,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,tall,adult
0,2017-08-12,11:35:00 AM,2017,August,Saturday,Based on C/W on Scene,I,PSB,1.0,52.0,MALE,black,6.1,230.0,MED,QUEENS,100,0.26493853442698223,0,47913.0,12694.0,29895.0,7161.0,5324.0,PBQS,0.388,1.0,1,very_tall,middle_age
0,2017-08-12,12:05:00 AM,2017,August,Saturday,Based on Radio Run,O,PSB,3.0,30.0,MALE,black,5.9,175.0,MED,BRONX,46,0.3660842433697348,0,128200.0,46932.0,23931.0,85600.0,57337.0,PBBX,0.363,3.0,3-5,tall,adult
0,2017-08-12,11:40:00 PM,2017,August,Saturday,Based on Self Initiated,O,PSB,1.0,30.0,MALE,hisp_latino,6.1,180.0,MED,MANHATTAN,32,0.7246905923148488,0,70942.0,51411.0,7498.0,16299.0,12033.0,PBMN,0.217,1.0,1,very_tall,adult
1,2017-08-12,10:35:00 PM,2017,August,Saturday,Based on Self Initiated,O,PSB,1.0,28.0,MALE,black,5.11,185.0,MED,MANHATTAN,32,0.7246905923148488,1,70942.0,51411.0,7498.0,16299.0,12033.0,PBMN,0.217,1.0,1,very_short,adult
0,2017-08-12,7:30:00 PM,2017,August,Saturday,Based on Self Initiated,O,Housing,2.0,29.0,MALE,hisp_latino,5.1,180.0,MED,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,2.0,2,very_short,adult
0,2017-08-12,4:05:00 AM,2017,August,Saturday,Based on Radio Run,O,PSB,0.0,28.0,MALE,black,5.6,180.0,MED,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,0.1,0,short,adult
0,2017-08-12,12:15:00 AM,2017,August,Saturday,Based on Self Initiated,I,PSB,2.0,32.0,MALE,black,5.7,200.0,HEA,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,2.0,2,medium,adult
0,2017-08-12,8:56:00 PM,2017,August,Saturday,Based on Radio Run,O,PSB,4.0,27.0,MALE,black,5.8,155.0,THN,BROOKLYN,79,0.6079678273489691,1,90263.0,54877.0,20375.0,20014.0,15011.0,PBBN,0.464,4.0,3-5,medium,adult
1,2017-08-12,3:25:00 AM,2017,August,Saturday,Based on Self Initiated,O,PSB,1.0,30.0,MALE,black,5.7,170.0,MED,BROOKLYN,73,0.8174006568904103,1,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,1.0,1,medium,adult
1,2017-08-13,4:30:00 PM,2017,August,Sunday,Based on Self Initiated,S,Transit,1.0,56.0,MALE,black,5.1,175.0,MED,BROOKLYN,61,0.03720755426101663,0,159645.0,5940.0,121073.0,13029.0,32632.0,PBBS,0.276,1.0,1,very_short,middle_age
1,2017-08-13,12:20:00 AM,2017,August,Sunday,Based on Radio Run,O,PSB,1.0,16.0,MALE,black,5.9,185.0,THN,BROOKLYN,67,0.9153891737304513,1,155252.0,142116.0,3902.0,10536.0,9234.0,PBBS,0.276,1.0,1,tall,juvenile
0,2017-08-13,5:06:00 PM,2017,August,Sunday,Based on Radio Run,O,PSB,1.0,30.0,MALE,black,6.1,190.0,MED,BROOKLYN,81,0.8019833551226045,1,62722.0,50302.0,4581.0,10474.0,7839.0,PBBN,0.464,1.0,1,very_tall,adult
1,2017-08-14,11:05:00 AM,2017,August,Monday,Based on Self Initiated,S,Transit,1.0,42.0,MALE,black,5.5,150.0,THN,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,short,middle_age
1,2017-08-15,7:41:00 AM,2017,August,Tuesday,Based on Self Initiated,S,Transit,1.0,40.0,MALE,black,5.8,160.0,THN,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,medium,middle_age
0,2017-08-15,7:11:00 PM,2017,August,Tuesday,Based on Radio Run,O,Housing,1.0,20.0,MALE,black,5.5,170.0,HEA,BROOKLYN,77,0.7218328484527903,1,90744.0,65502.0,15454.0,10759.0,9788.0,PBBN,0.464,1.0,1,short,young_adult
0,2017-08-15,4:05:00 PM,2017,August,Tuesday,Based on Radio Run,O,Housing,1.0,14.0,MALE,black,5.1,140.0,MED,BROOKLYN,81,0.8019833551226045,1,62722.0,50302.0,4581.0,10474.0,7839.0,PBBN,0.464,1.0,1,very_short,juvenile
0,2017-08-16,11:25:00 PM,2017,August,Wednesday,Based on Self Initiated,O,PSB,1.0,17.0,MALE,hisp_latino,5.8,120.0,THN,BRONX,47,0.6926247260031239,0,152374.0,105538.0,21739.0,34919.0,25097.0,PBBX,0.363,1.0,1,medium,juvenile
0,2017-08-17,11:48:00 AM,2017,August,Thursday,Based on Radio Run,O,PSB,3.0,38.0,MALE,black,5.11,210.0,Muscular,BROOKLYN,77,0.7218328484527903,1,90744.0,65502.0,15454.0,10759.0,9788.0,PBBN,0.464,3.0,3-5,very_short,middle_age
0,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,25.0,MALE,hisp_latino,6.1,220.0,HEA,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,very_tall,adult
0,2017-08-17,11:38:00 AM,2017,August,Thursday,Based on Radio Run,S,Transit,1.0,30.0,MALE,black,5.6,135.0,THN,BROOKLYN,71,0.7153785977709821,1,98429.0,70414.0,20812.0,9157.0,7203.0,PBBS,0.276,1.0,1,short,adult
1,2017-08-17,11:35:00 AM,2017,August,Thursday,Based on Self Initiated,S,Transit,1.0,52.0,MALE,white,6.2,220.0,HEA,MANHATTAN,13,0.05194361384023921,1,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,very_tall,middle_age
0,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,21.0,MALE,hisp_latino,5.1,160.0,MED,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,very_short,young_adult
0,2017-08-17,1:35:00 PM,2017,August,Thursday,Based on Radio Run,I,Housing,5.0,24.0,FEMALE,hisp_latino,5.1,160.0,MED,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,5.0,3-5,very_short,young_adult
0,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,23.0,MALE,hisp_latino,5.7,150.0,THN,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,medium,young_adult
0,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,21.0,MALE,black,5.9,200.0,MED,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,tall,young_adult
0,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,24.0,MALE,black,5.7,160.0,THN,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,medium,young_adult
1,2017-08-17,12:30:00 AM,2017,August,Thursday,Based on Radio Run,O,PSB,1.0,33.0,MALE,white,5.6,175.0,MED,MANHATTAN,14,0.0717156554162026,1,20651.0,1481.0,12868.0,2198.0,6302.0,PBMS,0.056,1.0,1,short,adult
1,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,25.0,MALE,black,5.7,170.0,THN,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,medium,adult
0,2017-08-17,5:25:00 PM,2017,August,Thursday,Based on Radio Run,O,PSB,1.0,16.0,MALE,hisp_latino,5.4,140.0,THN,MANHATTAN,34,0.10891369337177832,0,113062.0,12314.0,47323.0,77808.0,53425.0,PBMN,0.217,1.0,1,short,juvenile
0,2017-08-17,12:24:00 AM,2017,August,Thursday,Based on Radio Run,O,Housing,1.0,28.0,MALE,black,6.1,220.0,HEA,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,very_tall,adult
0,2017-08-18,7:30:00 PM,2017,August,Friday,Based on C/W on Scene,I,PSB,1.0,39.0,MALE,black,6.3,170.0,MED,BRONX,49,0.2490585117511681,0,114712.0,28570.0,50305.0,48721.0,35837.0,PBBX,0.363,1.0,1,very_tall,middle_age
0,2017-08-18,1:28:00 AM,2017,August,Friday,Based on Radio Run,O,Housing,1.0,30.0,FEMALE,black,5.3,240.0,HEA,MANHATTAN,23,0.3139003638552239,0,73106.0,22948.0,24574.0,36656.0,25584.0,PBMN,0.217,1.0,1,short,adult
0,2017-08-18,1:28:00 AM,2017,August,Friday,Based on Radio Run,O,Housing,1.0,22.0,FEMALE,black,5.4,120.0,MED,MANHATTAN,23,0.3139003638552239,0,73106.0,22948.0,24574.0,36656.0,25584.0,PBMN,0.217,1.0,1,short,young_adult
0,2017-08-19,5:22:00 PM,2017,August,Saturday,Based on C/W on Scene,O,PSB,1.0,18.0,MALE,hisp_latino,5.7,170.0,MED,BRONX,41,0.3029514221184397,0,52246.0,15828.0,12955.0,39089.0,23463.0,PBBX,0.363,1.0,1,medium,young_adult
0,2017-08-19,8:50:00 PM,2017,August,Saturday,Based on Self Initiated,O,PSB,1.0,15.0,MALE,hisp_latino,5.4,140.0,THN,QUEENS,104,0.02538339502908514,0,170190.0,4320.0,120143.0,58947.0,45727.0,PBQN,0.052,1.0,1,short,juvenile
1,2017-08-20,2:24:00 AM,2017,August,Sunday,Based on Radio Run,O,PSB,1.0,27.0,MALE,black,5.9,180.0,MED,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,tall,adult
0,2017-08-20,10:20:00 PM,2017,August,Sunday,Based on Radio Run,O,PSB,0.0,33.0,MALE,black,5.4,220.0,HEA,QUEENS,103,0.4558944453370887,1,105803.0,48235.0,12006.0,29343.0,45562.0,PBQS,0.388,0.1,0,short,adult
