WEAPON_FOUND_FLAG,STOP_FRISK_DATE,STOP_FRISK_TIME,YEAR2,MONTH2,DAY2,STOP_WAS_INITIATED,LOCATION_IN_OUT_CODE,JURISDICTION_DESCRIPTION,OBSERVED_DURATION_MINUTES,SUSPECT_REPORTED_AGE,SUSPECT_SEX,suspect_race_generalized,SUSPECT_HEIGHT,SUSPECT_WEIGHT,SUSPECT_BODY_BUILD_TYPE,STOP_LOCATION_BORO_NAME,precinct_2020,pct_black_precinct,is_dominant_race_p,total_pop,black,white,hisp_latino,other,stop_patrol_boro,pct_black_boro,OBSERVED_DURATION_MIN,obs_duration_min_bin,suspect_height_bin,suspect_age_bin
1,2018-03-27,22:04:00,2018,March,Tuesday,Based on Radio Run,O,PSB,0.0,55.0,MALE,hisp_latino,5.5,180.0,MED,BROOKLYN,66,0.02775600631198336,0,191382.0,5312.0,134948.0,24854.0,51122.0,PBBS,0.276,0.1,0,short,middle_age
0,2018-03-27,14:27:00,2018,March,Tuesday,Based on Radio Run,O,PSB,1.0,53.0,MALE,white,6.0,230.0,MED,MANHATTAN,28,0.6036711998392176,0,44781.0,27033.0,9799.0,9393.0,7949.0,PBMN,0.217,1.0,1,tall,middle_age
1,2018-03-28,17:50:00,2018,March,Wednesday,Based on Self Initiated,S,Transit,1.0,56.0,MALE,black,6.1,185.0,THN,MANHATTAN,18,0.05744830392483261,0,54066.0,3106.0,37624.0,8883.0,13336.0,PBMS,0.056,1.0,1,very_tall,middle_age
1,2018-03-28,21:05:00,2018,March,Wednesday,Based on Radio Run,O,PSB,1.0,47.0,MALE,hisp_latino,5.9,175.0,MED,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,1.0,1,tall,middle_age
0,2018-03-28,15:40:00,2018,March,Wednesday,Based on Self Initiated,O,PSB,1.0,23.0,MALE,black,5.8,140.0,THN,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,medium,young_adult
0,2018-03-28,2:50:00,2018,March,Wednesday,Based on Self Initiated,O,PSB,1.0,33.0,MALE,hisp_latino,5.6,150.0,MED,BROOKLYN,75,0.5752094606388549,0,183328.0,105452.0,26869.0,67131.0,51007.0,PBBN,0.464,1.0,1,short,adult
0,2018-03-28,16:11:00,2018,March,Wednesday,Based on Radio Run,O,PSB,1.0,17.0,MALE,hisp_latino,5.7,140.0,THN,QUEENS,102,0.1033942377699962,0,144215.0,14911.0,53920.0,58785.0,75384.0,PBQS,0.388,1.0,1,medium,juvenile
0,2018-03-28,16:11:00,2018,March,Wednesday,Based on Radio Run,O,PSB,1.0,17.0,MALE,hisp_latino,5.6,180.0,MED,QUEENS,102,0.1033942377699962,0,144215.0,14911.0,53920.0,58785.0,75384.0,PBQS,0.388,1.0,1,short,juvenile
1,2018-03-28,20:05:00,2018,March,Wednesday,Based on Self Initiated,O,Housing,1.0,17.0,MALE,hisp_latino,5.11,150.0,THN,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,very_short,juvenile
0,2018-03-29,23:47:00,2018,March,Thursday,Based on Self Initiated,O,PSB,1.0,21.0,MALE,hisp_latino,5.1,150.0,THN,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,1.0,1,very_short,young_adult
0,2018-03-29,20:11:00,2018,March,Thursday,Based on Radio Run,O,PSB,1.0,40.0,MALE,hisp_latino,5.4,155.0,THN,BRONX,49,0.2490585117511681,0,114712.0,28570.0,50305.0,48721.0,35837.0,PBBX,0.363,1.0,1,short,middle_age
1,2018-03-29,20:33:00,2018,March,Thursday,Based on Radio Run,O,PSB,1.0,20.0,MALE,hisp_latino,5.5,140.0,THN,BRONX,52,0.25148772136360703,0,139307.0,35034.0,37395.0,90981.0,66878.0,PBBX,0.363,1.0,1,short,young_adult
1,2018-03-29,14:25:00,2018,March,Thursday,Based on Radio Run,O,PSB,1.0,18.0,MALE,hisp_latino,5.8,150.0,MED,QUEENS,107,0.13711475973978704,0,151107.0,20719.0,65452.0,25621.0,64936.0,PBQS,0.388,1.0,1,medium,young_adult
1,2018-03-30,18:18:00,2018,March,Friday,Based on Self Initiated,O,PSB,5.0,55.0,MALE,black,6.6,220.0,THN,MANHATTAN,26,0.23450755433465295,0,49508.0,11610.0,23703.0,12277.0,14195.0,PBMN,0.217,5.0,3-5,very_tall,middle_age
0,2018-03-31,6:30:00,2018,March,Saturday,Based on Self Initiated,O,PSB,10.0,39.0,MALE,black,5.8,190.0,MED,BROOKLYN,75,0.5752094606388549,1,183328.0,105452.0,26869.0,67131.0,51007.0,PBBN,0.464,10.0,6-10,medium,middle_age
0,2018-03-31,0:10:00,2018,March,Saturday,Based on Self Initiated,O,Housing,1.0,40.0,MALE,hisp_latino,5.1,170.0,MED,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,very_short,middle_age
0,2018-03-31,23:30:00,2018,March,Saturday,Based on Self Initiated,O,Housing,1.0,30.0,MALE,black,5.3,135.0,THN,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,short,adult
1,2018-03-31,19:26:00,2018,March,Saturday,Based on Radio Run,O,PSB,0.0,51.0,MALE,black,6.3,180.0,THN,QUEENS,105,0.5722603429807723,1,188582.0,107918.0,33672.0,22337.0,46992.0,PBQS,0.388,0.1,0,very_tall,middle_age
0,2018-03-31,23:52:00,2018,March,Saturday,Based on Self Initiated,O,PSB,1.0,22.0,MALE,black,5.8,150.0,THN,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,1.0,1,medium,young_adult
0,2018-03-31,4:20:00,2018,March,Saturday,Based on Radio Run,O,Housing,1.0,35.0,MALE,black,5.9,180.0,MED,MANHATTAN,7,0.10632596930174787,0,56355.0,5992.0,21520.0,17976.0,28843.0,PBMS,0.056,1.0,1,tall,adult
0,2018-03-31,22:10:00,2018,March,Saturday,Based on Radio Run,O,PSB,1.0,35.0,MALE,black,6.3,280.0,HEA,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,very_tall,adult
1,2018-03-31,8:50:00,2018,March,Saturday,Based on Radio Run,I,Housing,0.0,21.0,FEMALE,black,5.8,160.0,THN,MANHATTAN,23,0.3139003638552239,0,73106.0,22948.0,24574.0,36656.0,25584.0,PBMN,0.217,0.1,0,medium,young_adult
0,2018-04-02,20:47:00,2018,April,Monday,Based on Radio Run,O,PSB,1.0,24.0,MALE,hisp_latino,5.7,200.0,HEA,MANHATTAN,33,0.1847111411419216,0,76958.0,14215.0,22218.0,57168.0,40525.0,PBMN,0.217,1.0,1,medium,young_adult
0,2018-04-03,10:00:00,2018,April,Tuesday,Based on Self Initiated,I,PSB,5.0,29.0,MALE,black,6.2,300.0,HEA,MANHATTAN,1,0.03242400155971145,0,66679.0,2162.0,50484.0,4676.0,14033.0,PBMS,0.056,5.0,3-5,very_tall,adult
0,2018-04-03,6:15:00,2018,April,Tuesday,Based on Radio Run,I,PSB,1.0,65.0,MALE,white,6.0,200.0,MED,MANHATTAN,9,0.09031566003427392,1,76443.0,6904.0,48175.0,18291.0,21364.0,PBMS,0.056,1.0,1,tall,senior
0,2018-04-03,22:00:00,2018,April,Tuesday,Based on Self Initiated,O,PSB,1.0,22.0,MALE,black,5.1,200.0,MED,BROOKLYN,69,0.8385061553030303,1,84480.0,70837.0,6885.0,7059.0,6758.0,PBBS,0.276,1.0,1,very_short,young_adult
0,2018-04-03,15:10:00,2018,April,Tuesday,Based on Self Initiated,O,PSB,1.0,22.0,MALE,white,5.1,180.0,THN,QUEENS,114,0.11605989169781915,1,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,very_short,young_adult
0,2018-04-04,21:32:00,2018,April,Wednesday,Based on Self Initiated,I,PSB,1.0,36.0,MALE,black,5.6,150.0,THN,MANHATTAN,25,0.462883662060964,0,47405.0,21943.0,10886.0,22634.0,14576.0,PBMN,0.217,1.0,1,short,middle_age
0,2018-04-04,5:55:00,2018,April,Wednesday,Based on Self Initiated,I,PSB,10.0,37.0,MALE,white,5.6,200.0,HEA,BRONX,48,0.3386135997886292,0,83266.0,28195.0,23662.0,53447.0,31409.0,PBBX,0.363,10.0,6-10,short,middle_age
0,2018-04-04,15:40:00,2018,April,Wednesday,Based on Radio Run,O,PSB,1.0,27.0,MALE,white,5.8,170.0,THN,BROOKLYN,81,0.8019833551226045,0,62722.0,50302.0,4581.0,10474.0,7839.0,PBBN,0.464,1.0,1,medium,adult
0,2018-04-04,0:37:00,2018,April,Wednesday,Based on Radio Run,O,Housing,1.0,21.0,MALE,black,5.11,150.0,THN,QUEENS,109,0.02666623543585307,0,247354.0,6596.0,95236.0,41164.0,145522.0,PBQN,0.052,1.0,1,very_short,young_adult
0,2018-04-04,17:40:00,2018,April,Wednesday,Based on Radio Run,O,PSB,1.0,37.0,FEMALE,black,5.3,175.0,HEA,QUEENS,114,0.11605989169781915,0,202766.0,23533.0,116720.0,54441.0,62513.0,PBQN,0.052,1.0,1,short,middle_age
0,2018-04-05,20:22:00,2018,April,Thursday,Based on Radio Run,I,Housing,0.0,24.0,MALE,hisp_latino,5.4,140.0,THN,BROOKLYN,78,0.10410416416656666,0,66664.0,6940.0,49139.0,10248.0,10585.0,PBBS,0.276,0.1,0,short,young_adult
1,2018-04-05,22:15:00,2018,April,Thursday,Based on Self Initiated,O,PSB,1.0,29.0,MALE,black,5.7,185.0,MED,BRONX,52,0.25148772136360703,0,139307.0,35034.0,37395.0,90981.0,66878.0,PBBX,0.363,1.0,1,medium,adult
0,2018-04-05,17:10:00,2018,April,Thursday,Based on Radio Run,O,PSB,1.0,59.0,MALE,black,6.1,200.0,THN,MANHATTAN,32,0.7246905923148488,1,70942.0,51411.0,7498.0,16299.0,12033.0,PBMN,0.217,1.0,1,very_tall,middle_age
0,2018-04-05,20:58:00,2018,April,Thursday,Based on C/W on Scene,O,PSB,1.0,14.0,FEMALE,black,5.4,120.0,THN,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,short,juvenile
1,2018-04-06,11:30:00,2018,April,Friday,Based on Self Initiated,S,Transit,1.0,48.0,MALE,hisp_latino,5.7,160.0,MED,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,medium,middle_age
1,2018-04-06,21:30:00,2018,April,Friday,Based on Self Initiated,O,PSB,1.0,29.0,MALE,black,5.11,180.0,THN,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,very_short,adult
0,2018-04-06,1:28:00,2018,April,Friday,Based on Radio Run,I,PSB,1.0,33.0,MALE,white,6.0,200.0,MED,QUEENS,103,0.4558944453370887,0,105803.0,48235.0,12006.0,29343.0,45562.0,PBQS,0.388,1.0,1,tall,adult
0,2018-04-07,14:25:00,2018,April,Saturday,Based on Radio Run,O,PSB,2.0,62.0,MALE,hisp_latino,5.7,180.0,MED,MANHATTAN,7,0.10632596930174787,0,56355.0,5992.0,21520.0,17976.0,28843.0,PBMS,0.056,2.0,2,medium,senior
0,2018-04-07,16:38:00,2018,April,Saturday,Based on Radio Run,O,Housing,1.0,25.0,MALE,black,6.0,160.0,THN,BROOKLYN,88,0.4546002605939208,1,51421.0,23376.0,18769.0,8093.0,9276.0,PBBN,0.464,1.0,1,tall,adult
0,2018-04-07,23:50:00,2018,April,Saturday,Based on Radio Run,O,PSB,0.0,30.0,MALE,white,5.1,210.0,MED,QUEENS,103,0.4558944453370887,0,105803.0,48235.0,12006.0,29343.0,45562.0,PBQS,0.388,0.1,0,very_short,adult
0,2018-04-08,1:03:00,2018,April,Sunday,Based on Self Initiated,O,PSB,1.0,18.0,MALE,black,5.7,160.0,MED,STATEN ISLAND,121,0.14058024732958185,0,118708.0,16688.0,73769.0,27252.0,28251.0,PBSI,0.106,1.0,1,medium,young_adult
0,2018-04-08,1:03:00,2018,April,Sunday,Based on Self Initiated,O,PSB,1.0,18.0,MALE,hisp_latino,5.6,135.0,THN,STATEN ISLAND,121,0.14058024732958185,0,118708.0,16688.0,73769.0,27252.0,28251.0,PBSI,0.106,1.0,1,short,young_adult
0,2018-04-08,7:15:00,2018,April,Sunday,Based on Radio Run,O,PSB,5.0,50.0,MALE,black,5.5,140.0,THN,BROOKLYN,73,0.8174006568904103,1,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,5.0,3-5,short,middle_age
0,2018-04-08,7:15:00,2018,April,Sunday,Based on Radio Run,O,PSB,5.0,41.0,FEMALE,black,5.5,150.0,THN,BROOKLYN,73,0.8174006568904103,1,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,5.0,3-5,short,middle_age
0,2018-04-08,1:03:00,2018,April,Sunday,Based on Self Initiated,O,PSB,1.0,18.0,MALE,black,6.0,155.0,THN,STATEN ISLAND,121,0.14058024732958185,0,118708.0,16688.0,73769.0,27252.0,28251.0,PBSI,0.106,1.0,1,tall,young_adult
0,2018-04-08,11:10:00,2018,April,Sunday,Based on Radio Run,O,PSB,1.0,32.0,MALE,hisp_latino,6.4,310.0,HEA,BRONX,50,0.15464018875344082,0,101720.0,15730.0,54359.0,44156.0,31631.0,PBBX,0.363,1.0,1,very_tall,adult
0,2018-04-08,7:55:00,2018,April,Sunday,Based on Radio Run,I,PSB,1.0,35.0,MALE,black,5.1,160.0,THN,BRONX,41,0.3029514221184397,0,52246.0,15828.0,12955.0,39089.0,23463.0,PBBX,0.363,1.0,1,very_short,adult
0,2018-04-08,7:15:00,2018,April,Sunday,Based on Radio Run,O,PSB,5.0,33.0,FEMALE,black,5.7,200.0,HEA,BROOKLYN,73,0.8174006568904103,1,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,5.0,3-5,medium,adult
0,2018-04-08,10:15:00,2018,April,Sunday,Based on Radio Run,I,PSB,2.0,37.0,MALE,hisp_latino,5.6,155.0,THN,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,2.0,2,short,middle_age
0,2018-04-09,20:00:00,2018,April,Monday,Based on C/W on Scene,O,PSB,1.0,40.0,MALE,hisp_latino,6.0,215.0,MED,BROOKLYN,73,0.8174006568904103,0,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,1.0,1,tall,middle_age
0,2018-04-09,9:05:00,2018,April,Monday,Based on Radio Run,O,PSB,1.0,33.0,MALE,hisp_latino,5.5,165.0,THN,BRONX,46,0.3660842433697348,0,128200.0,46932.0,23931.0,85600.0,57337.0,PBBX,0.363,1.0,1,short,adult
0,2018-04-09,19:10:00,2018,April,Monday,Based on Radio Run,I,Housing,1.0,29.0,MALE,black,5.1,200.0,HEA,MANHATTAN,32,0.7246905923148488,1,70942.0,51411.0,7498.0,16299.0,12033.0,PBMN,0.217,1.0,1,very_short,adult
1,2018-04-09,14:15:00,2018,April,Monday,Based on Self Initiated,O,PSB,1.0,25.0,MALE,hisp_latino,5.8,140.0,THN,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,medium,adult
0,2018-04-10,22:40:00,2018,April,Tuesday,Based on Self Initiated,O,PSB,0.0,19.0,MALE,black,5.8,155.0,Muscular,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,0.1,0,medium,young_adult
0,2018-04-10,23:45:00,2018,April,Tuesday,Based on Radio Run,O,Housing,3.0,19.0,MALE,black,5.1,175.0,MED,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,3.0,3-5,very_short,young_adult
0,2018-04-10,17:35:00,2018,April,Tuesday,Based on Radio Run,O,PSB,2.0,17.0,MALE,black,6.3,160.0,THN,BROOKLYN,75,0.5752094606388549,1,183328.0,105452.0,26869.0,67131.0,51007.0,PBBN,0.464,2.0,2,very_tall,juvenile
0,2018-04-10,23:00:00,2018,April,Tuesday,Based on Self Initiated,O,PSB,1.0,24.0,MALE,black,5.9,185.0,MED,BROOKLYN,75,0.5752094606388549,1,183328.0,105452.0,26869.0,67131.0,51007.0,PBBN,0.464,1.0,1,tall,young_adult
0,2018-04-10,23:00:00,2018,April,Tuesday,Based on Self Initiated,O,PSB,1.0,20.0,MALE,black,5.9,170.0,THN,BROOKLYN,75,0.5752094606388549,1,183328.0,105452.0,26869.0,67131.0,51007.0,PBBN,0.464,1.0,1,tall,young_adult
0,2018-04-10,9:20:00,2018,April,Tuesday,Based on Radio Run,O,PSB,2.0,15.0,MALE,black,5.5,140.0,THN,BROOKLYN,81,0.8019833551226045,1,62722.0,50302.0,4581.0,10474.0,7839.0,PBBN,0.464,2.0,2,short,juvenile
0,2018-04-10,17:30:00,2018,April,Tuesday,Based on Radio Run,I,PSB,0.0,35.0,MALE,other,5.5,160.0,THN,QUEENS,110,0.06619205950160455,1,172634.0,11427.0,50935.0,90314.0,110272.0,PBQN,0.052,0.1,0,short,adult
1,2018-04-11,19:33:00,2018,April,Wednesday,Based on Self Initiated,O,PSB,1.0,49.0,MALE,black,6.0,160.0,THN,QUEENS,105,0.5722603429807723,1,188582.0,107918.0,33672.0,22337.0,46992.0,PBQS,0.388,1.0,1,tall,middle_age
0,2018-04-11,16:42:00,2018,April,Wednesday,Based on Radio Run,O,Housing,2.0,16.0,MALE,black,5.4,170.0,THN,BROOKLYN,84,0.13424350568511909,0,48196.0,6470.0,33297.0,6078.0,8429.0,PBBN,0.464,2.0,2,short,juvenile
0,2018-04-11,15:55:00,2018,April,Wednesday,Based on Radio Run,O,PSB,1.0,31.0,MALE,hisp_latino,5.7,150.0,THN,BROOKLYN,61,0.03720755426101663,0,159645.0,5940.0,121073.0,13029.0,32632.0,PBBS,0.276,1.0,1,medium,adult
0,2018-04-11,1:42:00,2018,April,Wednesday,Based on Radio Run,O,PSB,1.0,50.0,MALE,white,5.1,170.0,THN,BRONX,48,0.3386135997886292,0,83266.0,28195.0,23662.0,53447.0,31409.0,PBBX,0.363,1.0,1,very_short,middle_age
1,2018-04-11,10:25:00,2018,April,Wednesday,Based on Self Initiated,S,Transit,1.0,34.0,MALE,hisp_latino,5.7,230.0,HEA,MANHATTAN,13,0.05194361384023921,0,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,medium,adult
1,2018-04-11,21:55:00,2018,April,Wednesday,Based on Self Initiated,O,Housing,5.0,17.0,MALE,black,5.7,130.0,THN,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,5.0,3-5,medium,juvenile
1,2018-04-11,9:05:00,2018,April,Wednesday,Based on Self Initiated,I,Transit,1.0,49.0,MALE,white,6.3,170.0,MED,MANHATTAN,14,0.0717156554162026,1,20651.0,1481.0,12868.0,2198.0,6302.0,PBMS,0.056,1.0,1,very_tall,middle_age
1,2018-04-11,17:06:00,2018,April,Wednesday,Based on C/W on Scene,I,PSB,1.0,17.0,MALE,black,5.6,150.0,THN,BRONX,47,0.6926247260031239,1,152374.0,105538.0,21739.0,34919.0,25097.0,PBBX,0.363,1.0,1,short,juvenile
0,2018-04-13,22:56:00,2018,April,Friday,Based on Radio Run,O,PSB,1.0,17.0,MALE,black,6.0,165.0,THN,BROOKLYN,67,0.9153891737304513,1,155252.0,142116.0,3902.0,10536.0,9234.0,PBBS,0.276,1.0,1,tall,juvenile
0,2018-04-13,8:25:00,2018,April,Friday,Based on Radio Run,I,PSB,1.0,55.0,MALE,black,5.8,180.0,MED,BRONX,44,0.40214147677221546,0,146441.0,58890.0,25956.0,92338.0,61595.0,PBBX,0.363,1.0,1,medium,middle_age
0,2018-04-13,20:48:00,2018,April,Friday,Based on Radio Run,O,Housing,1.0,34.0,MALE,black,5.11,180.0,Muscular,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,very_short,adult
0,2018-04-13,15:15:00,2018,April,Friday,Based on Radio Run,O,Housing,1.0,47.0,MALE,black,5.11,180.0,MED,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,very_short,middle_age
1,2018-04-14,17:25:00,2018,April,Saturday,Based on Self Initiated,S,Transit,1.0,29.0,MALE,white,5.8,150.0,THN,MANHATTAN,13,0.05194361384023921,1,93640.0,4864.0,70786.0,8565.0,17990.0,PBMS,0.056,1.0,1,medium,adult
0,2018-04-14,3:00:00,2018,April,Saturday,Based on Self Initiated,O,PSB,1.0,23.0,MALE,hisp_latino,5.1,160.0,THN,BRONX,44,0.40214147677221546,0,146441.0,58890.0,25956.0,92338.0,61595.0,PBBX,0.363,1.0,1,very_short,young_adult
1,2018-04-14,23:10:00,2018,April,Saturday,Based on Self Initiated,O,PSB,1.0,16.0,MALE,black,5.9,120.0,THN,BRONX,46,0.3660842433697348,0,128200.0,46932.0,23931.0,85600.0,57337.0,PBBX,0.363,1.0,1,tall,juvenile
0,2018-04-14,23:46:00,2018,April,Saturday,Based on Radio Run,I,PSB,1.0,15.0,MALE,black,5.8,130.0,THN,BRONX,48,0.3386135997886292,0,83266.0,28195.0,23662.0,53447.0,31409.0,PBBX,0.363,1.0,1,medium,juvenile
1,2018-04-15,0:25:00,2018,April,Sunday,Based on Radio Run,O,PSB,1.0,26.0,MALE,black,5.8,160.0,MED,MANHATTAN,10,0.08312076524511758,0,50180.0,4171.0,35838.0,8821.0,10171.0,PBMS,0.056,1.0,1,medium,adult
1,2018-04-15,16:20:00,2018,April,Sunday,Based on Self Initiated,O,PSB,1.0,53.0,MALE,black,6.0,220.0,HEA,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,tall,middle_age
0,2018-04-15,16:34:00,2018,April,Sunday,Based on Radio Run,O,Housing,1.0,23.0,FEMALE,black,5.4,190.0,HEA,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,short,young_adult
1,2018-04-15,16:34:00,2018,April,Sunday,Based on Radio Run,O,Housing,1.0,23.0,MALE,black,5.7,155.0,MED,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,medium,young_adult
0,2018-04-16,21:16:00,2018,April,Monday,Based on Radio Run,O,Housing,1.0,40.0,MALE,black,6.0,215.0,HEA,MANHATTAN,7,0.10632596930174787,0,56355.0,5992.0,21520.0,17976.0,28843.0,PBMS,0.056,1.0,1,tall,middle_age
0,2018-04-16,13:00:00,2018,April,Monday,Based on C/W on Scene,O,PSB,1.0,24.0,MALE,black,5.1,150.0,MED,BRONX,40,0.343016710930413,0,91497.0,31385.0,21270.0,64887.0,38842.0,PBBX,0.363,1.0,1,very_short,young_adult
0,2018-04-16,19:20:00,2018,April,Monday,Based on Radio Run,O,PSB,1.0,19.0,MALE,black,5.9,150.0,THN,BROOKLYN,60,0.14382707761944033,0,104278.0,14998.0,66276.0,17423.0,23004.0,PBBS,0.276,1.0,1,tall,young_adult
0,2018-04-16,18:45:00,2018,April,Monday,Based on C/W on Scene,O,PSB,2.0,34.0,MALE,black,6.0,190.0,THN,BROOKLYN,63,0.44679969810209297,0,108646.0,48543.0,49114.0,9247.0,10989.0,PBBS,0.276,2.0,2,tall,adult
0,2018-04-16,20:17:00,2018,April,Monday,Based on Radio Run,O,Housing,1.0,29.0,MALE,hisp_latino,6.1,170.0,MED,STATEN ISLAND,122,0.024442014073764947,0,138982.0,3397.0,119790.0,15903.0,15795.0,PBSI,0.106,1.0,1,very_tall,adult
1,2018-04-17,20:40:00,2018,April,Tuesday,Based on Radio Run,O,PSB,1.0,32.0,MALE,black,5.2,155.0,THN,BROOKLYN,70,0.3795747647263855,0,160664.0,60984.0,67162.0,25165.0,32518.0,PBBS,0.276,1.0,1,short,adult
1,2018-04-17,15:13:00,2018,April,Tuesday,Based on Radio Run,O,PSB,1.0,16.0,MALE,hisp_latino,5.9,140.0,THN,BRONX,46,0.3660842433697348,0,128200.0,46932.0,23931.0,85600.0,57337.0,PBBX,0.363,1.0,1,tall,juvenile
1,2018-04-17,18:04:00,2018,April,Tuesday,Based on Self Initiated,O,Housing,1.0,36.0,MALE,black,5.9,230.0,HEA,MANHATTAN,26,0.23450755433465295,0,49508.0,11610.0,23703.0,12277.0,14195.0,PBMN,0.217,1.0,1,tall,middle_age
0,2018-04-17,16:07:00,2018,April,Tuesday,Based on Radio Run,O,Housing,1.0,23.0,MALE,hisp_latino,6.1,170.0,THN,MANHATTAN,23,0.3139003638552239,0,73106.0,22948.0,24574.0,36656.0,25584.0,PBMN,0.217,1.0,1,very_tall,young_adult
0,2018-04-18,17:20:00,2018,April,Wednesday,Based on Radio Run,O,Housing,1.0,18.0,MALE,black,5.9,160.0,MED,BRONX,42,0.4816328577518117,0,79762.0,38416.0,13814.0,46013.0,27532.0,PBBX,0.363,1.0,1,tall,young_adult
0,2018-04-18,23:19:00,2018,April,Wednesday,Based on Self Initiated,O,Housing,3.0,19.0,MALE,black,5.1,140.0,THN,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,3.0,3-5,very_short,young_adult
1,2018-04-18,2:55:00,2018,April,Wednesday,Based on Self Initiated,O,PSB,1.0,17.0,MALE,black,5.7,165.0,THN,BRONX,43,0.380497554060492,0,172122.0,65492.0,40191.0,99213.0,66439.0,PBBX,0.363,1.0,1,medium,juvenile
1,2018-04-18,20:40:00,2018,April,Wednesday,Based on Self Initiated,O,PSB,1.0,17.0,MALE,black,5.8,160.0,THN,STATEN ISLAND,121,0.14058024732958185,0,118708.0,16688.0,73769.0,27252.0,28251.0,PBSI,0.106,1.0,1,medium,juvenile
0,2018-04-19,19:10:00,2018,April,Thursday,Based on C/W on Scene,O,PSB,0.0,38.0,MALE,hisp_latino,5.7,160.0,MED,BROOKLYN,66,0.02775600631198336,0,191382.0,5312.0,134948.0,24854.0,51122.0,PBBS,0.276,0.1,0,medium,middle_age
0,2018-04-19,1:00:00,2018,April,Thursday,Based on Self Initiated,I,Housing,5.0,23.0,MALE,black,5.6,165.0,THN,BROOKLYN,73,0.8174006568904103,1,86468.0,70679.0,5148.0,17369.0,10641.0,PBBN,0.464,5.0,3-5,short,young_adult
1,2018-04-20,19:03:00,2018,April,Friday,Based on Self Initiated,O,PSB,2.0,22.0,MALE,hisp_latino,5.7,130.0,THN,MANHATTAN,25,0.462883662060964,0,47405.0,21943.0,10886.0,22634.0,14576.0,PBMN,0.217,2.0,2,medium,young_adult
0,2018-04-20,15:00:00,2018,April,Friday,Based on Radio Run,O,PSB,2.0,36.0,MALE,black,6.4,200.0,THN,BROOKLYN,60,0.14382707761944033,0,104278.0,14998.0,66276.0,17423.0,23004.0,PBBS,0.276,2.0,2,very_tall,middle_age
0,2018-04-21,20:05:00,2018,April,Saturday,Based on C/W on Scene,S,Transit,1.0,44.0,MALE,black,5.7,170.0,HEA,QUEENS,102,0.1033942377699962,0,144215.0,14911.0,53920.0,58785.0,75384.0,PBQS,0.388,1.0,1,medium,middle_age
0,2018-04-21,2:42:00,2018,April,Saturday,Based on Radio Run,O,PSB,1.0,35.0,MALE,white,5.11,180.0,THN,BROOKLYN,90,0.08536752370844602,1,116836.0,9974.0,80364.0,37920.0,26498.0,PBBN,0.464,1.0,1,very_short,adult
